시도,시군구,어린이집유형,어린이집명,전화번호,주소,latitude,longitude
대구광역시,수성구,직장,알파시티 공동직장 도담어린이집,053-795-1230,대구광역시 수성구 유니버시아드로 119 대구스마트시티센터 1층,35.921229999999994,128.65124500000002
대구광역시,수성구,국공립,국공립대왕어린이집,053-791-3537,대구광역시 수성구 달구벌대로669길 70 시지태왕리더스6차 107동 1층,35.92133,128.65134500000002
대구광역시,수성구,국공립,국공립사월보성어린이집,053-793-8806,대구광역시 수성구 욱수천로 133,35.8394317,128.7165558
대구광역시,수성구,국공립,국공립시지3차서한이다음어린이집,053-795-3221,대구광역시 수성구 달구벌대로669길 20-20,35.8375716,128.7208375
대구광역시,수성구,국공립,국공립아이위시어린이집,053-793-0101,대구광역시 수성구 달구벌대로669길 20,35.8375716,128.7208375
대구광역시,수성구,국공립,국공립한신킨더리베어린이집,053-795-2772,대구광역시 수성구 달구벌대로669길 50,35.8375716,128.7208375
대구광역시,수성구,사회복지법인,사회복지법인시지어린이집,053-792-7148,대구광역시 수성구 고산로 160-15,35.8357173,128.7041307
대구광역시,수성구,사회복지법인,사회복지법인향뜰어린이집,053-792-2420,대구광역시 수성구 천을로 125 (매호동),35.8449342,128.6970512
대구광역시,수성구,사회복지법인,이안숲어린이집,053-794-2100,대구광역시 수성구 달구벌대로659길 2-8,35.8373622,128.7176255
대구광역시,수성구,민간,동서어린이집,053-791-9314,대구광역시 수성구 천을로 180 매호동1040 매호동서타운110동,35.87213,128.602145
대구광역시,수성구,가정,초록색연필어린이집,053-794-1584,"대구광역시 수성구 달구벌대로645길 15 301동 101호(매호동, 매호동서3차아파트)",35.872229999999995,128.602245
대구광역시,수성구,가정,효원어린이집,053-792-4002,"대구광역시 수성구 욱수천로 133 108동 102호(사월동, 시지2차사월보성타운)",35.87233,128.602345
대구광역시,수성구,국공립,국공립두산어린이집,053-761-9866,대구광역시 수성구 들안로16길 45,35.8376105,128.6177976
대구광역시,수성구,국공립,국공립수성레이크푸르지오어린이집,053-768-6621,대구광역시 수성구 청수로24길 91,35.8376368,128.621167
대구광역시,수성구,국공립,국공립하늘어린이집,053-764-4777,대구광역시 수성구 무학로21안길 8-24,35.8326407,128.6199258
대구광역시,수성구,사회복지법인,모란어린이집,053-782-1600,대구광역시 수성구 지산로3길 115 (두산동),35.8243506,128.6286949
대구광역시,수성구,사회복지법인,사회복지법인 꿈나무 어린이집,053-763-5204,대구광역시 수성구 들안로2안길 27-15 사회복지법인 꿈나무 어린이집 (두산동),35.87282999999999,128.602845
대구광역시,수성구,사회복지법인,화니어린이집,053-766-8532,대구광역시 수성구 동대구로7길 14-14,35.8336203,128.6220845
대구광역시,수성구,가정,이레어린이집,053-292-9628,대구광역시 수성구 동대구로7길 34-13,35.8336203,128.6220845
대구광역시,수성구,국공립,국공립돌체어린이집,053-743-9181,대구광역시 수성구 동원로 135 메트로팔레스 101동 로비층,35.873129999999996,128.603145
대구광역시,수성구,국공립,국공립로떼어린이집,053-759-0807,"대구광역시 수성구 동원로 123 , 206동 (만촌동, 메트로팔레스 2단지내)",35.8689965,128.6397961
대구광역시,수성구,국공립,국공립마더베어어린이집,053-756-7179,대구광역시 수성구 무열로39길 35-1,35.8731765,128.6458141
대구광역시,수성구,국공립,국공립만촌보성어린이집,053-751-1811,"대구광역시 수성구 공경로 70 , 202동 (만촌동, 만촌보성타운내)",35.8714757,128.6442976
대구광역시,수성구,사회복지법인,보명어린이집,053-745-5602,대구광역시 수성구 무열로39길 16-14,35.8731765,128.6458141
대구광역시,수성구,민간,리틀아일랜드어린이집,053-745-6179,"대구광역시 수성구 동원로 100 501동 5호(만촌동, 메트로팔레스5차아파트)",35.87363,128.603645
대구광역시,수성구,민간,메트로팔레스어린이집,053-754-5988,"대구광역시 수성구 동원로 110 303동 로비층(만촌동, 메트로팔레스)",35.873729999999995,128.603745
대구광역시,수성구,민간,수성애플트리어린이집,053-745-0418,대구광역시 수성구 화랑로2길 122 (만촌동),35.8682109,128.6347541
대구광역시,수성구,직장,무열대어린이집,053-753-1279,대구광역시 수성구 국채보상로 1019 수성데시앙아파트 103동 103호,35.873929999999994,128.603945
대구광역시,수성구,국공립,국공립별나라어린이집,053-742-7872,대구광역시 수성구 국채보상로216길 105 (만촌동),35.8666207,128.6484713
대구광역시,수성구,국공립,국공립힐스테이트만촌역어린이집,053-241-7100,대구광역시 수성구 달구벌대로 2567,35.8526253,128.6622598
대구광역시,수성구,사회복지법인,만촌어린이집,053-745-6262,대구광역시 수성구 만촌로14길 11-2,35.8656952,128.6442656
대구광역시,수성구,가정,다인어린이집,053-756-1888,대구광역시 수성구 충의로 62 (만촌동),35.8616616,128.6476379
대구광역시,수성구,가정,별그린어린이집,053-744-2673,대구광역시 수성구 세진로 75,35.8636623,128.6433701
대구광역시,수성구,국공립,국공립만촌3차파크드림어린이집,053-746-1125,대구광역시 수성구 교학로 13 (만촌3동),35.8532232,128.6529693
대구광역시,수성구,국공립,국공립만촌삼정에듀파크어린이집,053-742-3535,대구광역시 수성구 교학로 65 (만촌삼정그린코아에듀파크),35.8484651,128.6522306
대구광역시,수성구,국공립,국공립만촌자이르네어린이집,053-755-5312,대구광역시 수성구 교학로19길 19 국공립만촌자이르네어린이집,35.87473,128.604745
대구광역시,수성구,사회복지법인,뉴대구어린이집,053-752-4024,대구광역시 수성구 교학로 54-1 (만촌동),35.8473195,128.649661
대구광역시,수성구,민간,수성대학교부설 리오바어린이집,053-749-7312,대구광역시 수성구 달구벌대로528길 15 수성대학교 부설 리오바어린이집,35.87493,128.60494500000001
대구광역시,수성구,민간,예알어린이집,053-756-9318,대구광역시 수성구 청호로94길 57 (만촌동),35.8570878,128.6454384
대구광역시,수성구,민간,사랑어린이집,053-781-8031,대구광역시 수성구 용학로 336 범물1단지 (범물동),35.87513,128.60514500000002
대구광역시,수성구,가정,예현어린이집,053-783-5312,"대구광역시 수성구 용학로 316 103동 107호(범물동, 범물영남1단지아파트)",35.875229999999995,128.60524500000002
대구광역시,수성구,국공립,국공립수성하늘채르레브어린이집,053-753-0011,대구광역시 수성구 지범로48길 21,35.8157353,128.6439129
대구광역시,수성구,국공립,국공립피노키오어린이집,053-783-3377,대구광역시 수성구 지범로46길 33-4,35.815796,128.643124
대구광역시,수성구,가정,아이꿈어린이집,053-782-0443,"대구광역시 수성구 용학로 272 102동 107호(범물동, 한라아파트)",35.87553,128.605545
대구광역시,수성구,국공립,국공립범어에일린의뜰어린이집,053-762-0050,대구광역시 수성구 청솔로14길 15,35.8522249,128.6228473
대구광역시,수성구,국공립,국공립수성범어W어린이집,053-721-6296,대구광역시 수성구 달구벌대로 2436,35.8581709,128.6291602
대구광역시,수성구,국공립,범어어린이집,053-755-7743,대구광역시 수성구 범어천로 97 범어어린이집 (범어동),35.87582999999999,128.60584500000002
대구광역시,수성구,민간,범어아이파크어린이집,053-721-7425,대구광역시 수성구 동대구로 230 104동 1층,35.87593,128.60594500000002
대구광역시,수성구,국공립,국공립범어숲어린이집,053-741-5079,대구광역시 수성구 동대구로 376 1층,35.87603,128.60604500000002
대구광역시,수성구,국공립,국공립키즈하버드어린이집,053-745-7941,대구광역시 수성구 세진로3길 41-4,35.8633356,128.6377789
대구광역시,수성구,사회복지법인,계성어린이집,053-755-2573,대구광역시 수성구 범어로 157 (범어동),35.8518865,128.6362274
대구광역시,수성구,가정,미소어린이집,053-742-2467,대구광역시 수성구 범어로32길 26 (범어동),35.8647051,128.6360703
대구광역시,수성구,직장,대구검찰어린이집,053-759-9780,대구광역시 수성구 국채보상로186길 111,35.8636679,128.6341842
대구광역시,수성구,직장,대구법원어린이집,053-742-1401,대구광역시 수성구 세진로 26 (범어동),35.8646372,128.6458191
대구광역시,수성구,직장,수성구청직장어린이집,053-751-8348,대구광역시 수성구 달구벌대로495길 26-13,35.8616823,128.6344931
대구광역시,수성구,국공립,국공립범어센트럴푸르지오어린이집,053-753-0800,대구광역시 수성구 상록로 15,35.8607352,128.6233243
대구광역시,수성구,국공립,국공립월드숲어린이집,053-754-9740,대구광역시 수성구 범어천로 200,35.8606196,128.620662
대구광역시,수성구,법인.단체등,청운어린이집,053-754-2839,대구광역시 수성구 들안로 396-22 (범어동),35.8651014,128.6184961
대구광역시,수성구,민간,다빈치어린이집,053-744-0881,대구광역시 수성구 상록로 53 (범어동),35.8632737,128.623931
대구광역시,수성구,민간,범어e편한어린이집,053-751-0790,대구광역시 수성구 들안로78길 45 110동 1층,35.877129999999994,128.607145
대구광역시,수성구,민간,킨더리베어린이집,053-756-2553,대구광역시 수성구 동대구로77길 34-27,35.8643725,128.6253322
대구광역시,수성구,민간,힐스테이트범어센트럴어린이집,053-710-1315,대구광역시 수성구 상록로 80 103동 1호,35.87732999999999,128.607345
대구광역시,수성구,국공립,국공립힐스테이트범어어린이집,053-755-0125,대구광역시 수성구 범어로18길 22,35.8567989,128.6359666
대구광역시,수성구,사회복지법인,덕일어린이집,053-743-0540,대구광역시 수성구 청호로92길 26 (범어동),35.8562486,128.6441286
대구광역시,수성구,법인.단체등,청수어린이집,053-753-2561,대구광역시 수성구 달구벌대로504길 20 청수어린이집,35.877629999999996,128.60764500000002
대구광역시,수성구,국공립,국공립상화어린이집,053-763-5885,"대구광역시 수성구 수성로 71 (상동, 수성동일하이빌레이크시티)",35.8443048,128.6131013
대구광역시,수성구,사회복지법인,사회복지법인 상동어린이집,053-762-4747,대구광역시 수성구 수성로32길 139 (상동),35.8355776,128.6141566
대구광역시,수성구,민간,정화우방어린이집,053-768-6262,"대구광역시 수성구 수성로 135 102동(상동, 정화우방팔레스)",35.87793,128.607945
대구광역시,수성구,국공립,국공립장미어린이집,053-761-7765,대구광역시 수성구 수성동1가 수성로57길 62,35.8517247,128.6106019
대구광역시,수성구,사회복지법인,수성어린이집,053-763-0425,대구광역시 수성구 명덕로76길 80-1,35.8517951,128.6116824
대구광역시,수성구,민간,금강어린이집,053-752-5959,대구광역시 수성구 수성로75길 24 (수성동1가),35.8569701,128.613042
대구광역시,수성구,민간,캐슬아이어린이집,053-743-7477,대구광역시 수성구 수성동1가 수성로69길 65 204동 1층,35.87833,128.608345
대구광역시,수성구,국공립,국공립밤비니어린이집,053-741-5563,대구광역시 수성구 수성동3가 들안로64길 61,35.858701,128.6194719
대구광역시,수성구,국공립,국공립캐슬수성어린이집,053-744-2004,대구광역시 수성구 명덕로 455 202동,35.87853,128.60854500000002
대구광역시,수성구,국공립,국공립수성보성어린이집,053-743-1090,대구광역시 수성구 수성로 412 (수성동4가),35.8330593,128.6114359
대구광역시,수성구,민간,수성데시앙어린이집,053-241-0709,대구광역시 수성구 수성동4가 들안로 360 102동 1층,35.87873,128.608745
대구광역시,수성구,민간,이편한어린이집,053-745-6663,"대구광역시 수성구 수성동4가 들안로73길 50-7 108동(수성동4가,수성대림e-편한세상)",35.878829999999994,128.608845
대구광역시,수성구,가정,행복한영희어린이집,053-741-6702,"대구광역시 수성구 수성로 412 101동 101호(수성동4가, 수성보성타운)",35.87893,128.608945
대구광역시,수성구,직장,iM뱅크아이꿈터어린이집,053-742-5206,대구광역시 수성구 달구벌대로 2271-5,35.8391996,128.7092202
대구광역시,수성구,국공립,국공립꼬마숲어린이집,053-767-6112,대구광역시 수성구 들안로29길 42 (중동),35.844209,128.6147184
대구광역시,수성구,국공립,국공립수성골드클래스더센텀어린이집,053-751-4296,대구광역시 수성구 수성로 185,35.8462474,128.61217
대구광역시,수성구,국공립,국공립수성푸르지오리버센트어린이집,053-766-2004,대구광역시 수성구 수성로35길 50,35.8416346,128.6104661
대구광역시,수성구,국공립,국공립수성효성해링턴어린이집,053-767-0079,대구광역시 수성구 희망로24길 24,35.8461185,128.6115264
대구광역시,수성구,사회복지법인,윤정어린이집,053-767-2113,대구광역시 수성구 희망로 93 윤정어린이집,35.879529999999995,128.60954500000003
대구광역시,수성구,사회복지법인,중동어린이집,053-767-8555,대구광역시 수성구 희망로 121 중동어린이집 (중동),35.8472668,128.6118505
대구광역시,수성구,가정,온유어린이집,053-761-9775,대구광역시 수성구 수성로39안길 13 아원천가지꿈아파트 102호 (중동),35.879729999999995,128.609745
대구광역시,수성구,국공립,지산보리어린이집,053-781-6283,대구광역시 수성구 용학로 325,35.8253074,128.6098354
대구광역시,수성구,사회복지법인,지산어린이집,053-784-5010,대구광역시 수성구 지산로14길 29 (지산동),35.8269893,128.6353076
대구광역시,수성구,민간,개나리어린이집,053-794-1700,대구광역시 수성구 무학로37안길 20-5 (지산동),35.8336182,128.6284688
대구광역시,수성구,민간,줄리어드어린이집,053-766-3303,대구광역시 수성구 동대구로14길 90 (지산동),35.8374956,128.6284614
대구광역시,수성구,직장,대구경찰청어린이집,053-719-0560,"대구광역시 수성구 무학로 227 (지산동,대구광역시경찰청)",35.8292062,128.6345823
대구광역시,수성구,국공립,국공립색동어린이집,053-784-2223,대구광역시 수성구 용학로44길 34,35.8206793,128.6328822
대구광역시,수성구,국공립,국공립수성라크에르어린이집,053-782-4387,대구광역시 수성구 지산로3길 33,35.8243506,128.6286949
대구광역시,수성구,사회복지법인,사회복지법인해달별어린이집,053-782-8461,대구광역시 수성구 용학로46길 22 (지산동),35.8197066,128.6339941
대구광역시,수성구,민간,한국예술어린이집,053-783-8807,대구광역시 수성구 용학로34길 8 (지산동),35.8218274,128.6272672
대구광역시,수성구,국공립,국공립수성더팰리스1차어린이집,053-721-7638,대구광역시 수성구 파동로 190,35.8167446,128.6139035
대구광역시,수성구,국공립,국공립수성더팰리스2차어린이집,053-213-6668,대구광역시 수성구 파동로 188,35.8167446,128.6139035
대구광역시,수성구,국공립,국공립수성해모로어린이집,053-716-2403,대구광역시 수성구 파동로 47 수성해모로하이엔,35.88093,128.61094500000002
대구광역시,수성구,국공립,수성아이파크어린이집,053-764-4500,대구광역시 수성구 파동로22길 15,35.8128519,128.6190407
대구광역시,수성구,사회복지법인,별하나어린이집,053-764-8686,대구광역시 수성구 파동로51길 64 (파동),35.8220394,128.6093466
대구광역시,수성구,사회복지법인,키즈브라운어린이집,053-768-5789,대구광역시 수성구 파동로38길 45-3,35.881229999999995,128.61124500000003
대구광역시,수성구,민간,하늘채어린이집,053-621-1616,대구광역시 수성구 파동로 222 수성못코오롱하늘채 103동 1층,35.88133,128.611345
대구광역시,수성구,직장,글로벌아이어린이집,053-767-0411,대구광역시 수성구 파동로18안길 24,35.881429999999995,128.611445
대구광역시,수성구,국공립,국공립물망이어린이집,053-761-6008,대구광역시 수성구 청수로 213 캐슬골드파크1단지복지관1층 (황금동),35.88153,128.611545
대구광역시,수성구,국공립,국공립아이맘어린이집,053-766-8330,"대구광역시 수성구 청수로 214 (황금동, 캐슬골드파크 5단지내)",35.8391004,128.6323316
대구광역시,수성구,국공립,국공립캐슬꿈밭어린이집,053-768-7942,"대구광역시 수성구 청수로 257 (황금동, 캐슬골드파크 3단지내)",35.8410236,128.6351986
대구광역시,수성구,국공립,국공립캐슬우주어린이집,053-766-1219,대구광역시 수성구 청수로 261,35.8409397,128.637174
대구광역시,수성구,국공립,국공립힐스테이트어린이집,053-767-3212,대구광역시 수성구 청수로 274 (황금동),35.8393804,128.6391179
대구광역시,수성구,사회복지법인,삼덕어린이집,053-762-7567,대구광역시 수성구 청호로46길 5-2 (황금동),35.8387336,128.6409104
대구광역시,수성구,가정,코코어린이집,053-765-3113,"대구광역시 수성구 청수로 214 1505동 105호(황금동, 캐슬골드파크)",35.88213,128.61214500000003
대구광역시,수성구,국공립,국공립해맑은어린이집,053-768-9955,대구광역시 수성구 들안로32길 17,35.8432421,128.6226081
대구광역시,수성구,국공립,국공립힐스테이트엘포레어린이집,053-767-5757,대구광역시 수성구 청솔로 16,35.8480566,128.6213432
대구광역시,수성구,민간,꼬꼬마어린이집,053-768-6767,대구광역시 수성구 희망로 176-2,35.8467978,128.616033
대구광역시,수성구,민간,아이뜰어린이집,053-764-5902,대구광역시 수성구 희망로36길 122-23,35.845802,128.6208553
대구광역시,달서구,국공립,미리내어린이집,053-562-1793,대구광역시 달서구 감삼길 99,35.8498566,128.5434281
대구광역시,달서구,국공립,빌리브어린이집,053-563-0131,"대구광역시 달서구 와룡로 186 관리동(감삼동, 빌리브스카이)",35.882729999999995,128.61274500000002
대구광역시,달서구,민간,감삼리틀삐아제어린이집,053-527-5146,"대구광역시 달서구 장기로 160 (감삼동, 성당코오롱하늘채)",35.8435686,128.5272526
대구광역시,달서구,민간,드림어린이집,053-261-7279,"대구광역시 달서구 장기로 242 (감삼동, 우방드림시티)",35.8434844,128.5454012
대구광역시,달서구,민간,무지개어린이집,053-526-7969,대구광역시 달서구 감삼남2길 108 (감삼동),35.8455224,128.5396918
대구광역시,달서구,민간,아이위시어린이집,053-562-3121,"대구광역시 달서구 와룡로 123 관리동(감삼동,죽전역동화아이위시)",35.883129999999994,128.613145
대구광역시,달서구,민간,연제어린이집,053-552-0521,대구광역시 달서구 감삼남길 49 (감삼동),35.8486144,128.5396399
대구광역시,달서구,민간,키즈앤맘어린이집,053-526-7942,대구광역시 달서구 달구벌대로 1530 삼정브리티시용산 관리동,35.883329999999994,128.613345
대구광역시,달서구,민간,힐스테이트센트럴어린이집,053-525-0333,대구광역시 달서구 달구벌대로308길 30 힐스테이트죽전역아파트,35.88343,128.613445
대구광역시,달서구,민간,힐스테이트어린이집,053-568-1008,대구광역시 달서구 와룡로31길 26 관리동(죽전역힐스테이트),35.88352999999999,128.61354500000002
대구광역시,달서구,가정,꿈그리기어린이집,053-524-0882,"대구광역시 달서구 장기로 242 114동 106호(감삼동, 우방드림시티)",35.88363,128.61364500000002
대구광역시,달서구,가정,아인슈타인어린이집,053-284-0079,"대구광역시 달서구 장기로 242 101동 102호(감삼동, 우방드림시티)",35.88373,128.61374500000002
대구광역시,달서구,가정,해밀턴어린이집,053-283-5133,"대구광역시 달서구 장기로 242 103동 101호(감삼동, 우방드림시티)",35.883829999999996,128.61384500000003
대구광역시,달서구,국공립,미리샘어린이집,053-637-5546,"대구광역시 달서구 한실로 134 (도원동, 미리샘마을)",35.8085295,128.5273529
대구광역시,달서구,국공립,아람어린이집,053-638-5012,"대구광역시 달서구 한실로 30 (도원동, 아람마을)",35.8083562,128.5273292
대구광역시,달서구,국공립,알짬어린이집,053-631-0151,"대구광역시 달서구 도원로 45 414동 103호(도원동, 대곡강산타운)",35.88413,128.614145
대구광역시,달서구,민간,도담도담어린이집,053-644-0800,대구광역시 달서구 상화로58길 35 서한이다음레이크뷰,35.884229999999995,128.614245
대구광역시,달서구,민간,사계절어린이집,053-635-0123,"대구광역시 달서구 한실로 117 사계절타운내 (도원동, 대곡사계절타운)",35.88433,128.61434500000001
대구광역시,달서구,가정,대곡가람어린이집,053-636-8963,"대구광역시 달서구 한실로 135 (도원동,  가람마을)",35.8085295,128.5273529
대구광역시,달서구,가정,도원어린이집,053-637-1482,"대구광역시 달서구 한실로 29 나래마을아파트 내 (도원동, 나래마을)",35.88453,128.61454500000002
대구광역시,달서구,가정,아기코끼리어린이집,053-631-1033,"대구광역시 달서구 한실로 30 911동 102호(도원동, 아람마을)",35.884629999999994,128.61464500000002
대구광역시,달서구,가정,엄마품어린이집,053-638-5546,"대구광역시 달서구 한실로 134 202동 101호(도원동, 미리샘마을)",35.88473,128.614745
대구광역시,달서구,가정,웅비어린이집,053-635-3914,"대구광역시 달서구 한실로 49 515동 102호(도원동, 한실들마을)",35.884829999999994,128.614845
대구광역시,달서구,가정,정인어린이집,053-634-8776,"대구광역시 달서구 한실로 29 801동 102호(도원동, 나래마을)",35.88493,128.614945
대구광역시,달서구,가정,초록별어린이집,053-267-9636,"대구광역시 달서구 도원로 46 601동 103호(도원동, 별메마을)",35.88502999999999,128.615045
대구광역시,달서구,가정,해피스쿨어린이집,053-638-6629,"대구광역시 달서구 한실로 134 204동 104호(도원동, 미리샘마을)",35.88513,128.615145
대구광역시,달서구,직장,LH대구경북어린이집,053-637-7977,대구광역시 달서구 상화로 272 (도원동) LH대구경북지역본부,35.8076084,128.5433082
대구광역시,달서구,국공립,두류파크스위첸어린이집,053-657-1358,"대구광역시 달서구 파도고개로 70 관리동(두류동, 두류파크KCC스위첸)",35.885329999999996,128.61534500000002
대구광역시,달서구,법인.단체등,삼익신협어린이집,053-656-7163,대구광역시 달서구 달구벌대로 1862 (두류동),35.8514804,128.5093378
대구광역시,달서구,민간,다애어린이집,053-653-5432,대구광역시 달서구 명덕로2길 87 (두류동),35.8605379,128.5713671
대구광역시,달서구,민간,장성어린이집,053-629-8550,대구광역시 달서구 성당로51길 56 (두류동),35.8557652,128.5712983
대구광역시,달서구,국공립,금봉어린이집,053-656-7181,대구광역시 달서구 야외음악당로39안길 61 (두류동),35.8528647,128.5525895
대구광역시,달서구,민간,기쁨어린이집,053-629-7112,대구광역시 달서구 야외음악당로39길 41 (두류동),35.8549638,128.5520512
대구광역시,달서구,민간,삼정몬테소리어린이집,053-655-0421,대구광역시 달서구 야외음악당로39길 54 (두류동),35.853886,128.5546177
대구광역시,달서구,민간,큐리어스어린이집,053-655-0242,대구광역시 달서구 당산로30길 42-7 (두류동),35.8484339,128.5497303
대구광역시,달서구,민간,토브어린이집,053-651-0111,대구광역시 달서구 당산로36길 11 두류센트레빌더시티,35.886129999999994,128.61614500000002
대구광역시,달서구,국공립,빌리브라디체어린이집,053-521-0011,대구광역시 달서구 구마로 100 관리동,35.88623,128.61624500000002
대구광역시,달서구,사회복지법인,본영어린이집,053-527-1060,대구광역시 달서구 와룡로2길 16 (본동),35.8353237,128.5399829
대구광역시,달서구,사회복지법인,월성어린이집,053-555-6456,대구광역시 달서구 구마로14길 73 (본동),35.8336063,128.5360823
대구광역시,달서구,민간,에덴어린이집,053-627-5080,대구광역시 달서구 구마로36길 20 (본동),35.835576,128.5467779
대구광역시,달서구,민간,월성초롱어린이집,053-638-4033,"대구광역시 달서구 구마로12길 89 주민복지관2층 (본동, 월성주공5단지)",35.88663,128.616645
대구광역시,달서구,국공립,고운별어린이집,053-621-2770,"대구광역시 달서구 대명천로 101 105동1층 (본리동 ,본리롯데캐슬)",35.88673,128.616745
대구광역시,달서구,국공립,달서SK뷰어린이집,053-555-6600,대구광역시 달서구 용산로 40,35.8540612,128.5311845
대구광역시,달서구,국공립,더샵센트럴어린이집,053-521-5285,"대구광역시 달서구 당산로 17 (본리동, 더샵 달서센트럴)",35.8562004,128.5484536
대구광역시,달서구,사회복지법인,대광어린이집,053-526-1234,대구광역시 달서구 용산로4길 32 (본리동),35.8385221,128.5323116
대구광역시,달서구,민간,두산위브더제니스어린이집,053-710-0709,대구광역시 달서구 와룡로 80 두산위브더제니스센트럴달서,35.88713,128.61714500000002
대구광역시,달서구,민간,유성어린이집,053-556-7778,대구광역시 달서구 와룡로22길 23-14 (본리동),35.8420769,128.5382329
대구광역시,달서구,가정,꼬마천사어린이집,053-521-2971,"대구광역시 달서구 장기로 189 108동 101호(본리동, 성당래미안E-편한세상1단지)",35.88733,128.617345
대구광역시,달서구,가정,본슐레어린이집,053-561-0301,"대구광역시 달서구 장기로 145 211동 105호(본리동, 성당래미안E-편한세상2단지)",35.887429999999995,128.617445
대구광역시,달서구,가정,샤론어린이집,053-525-0088,"대구광역시 달서구 장기로 145 212동 102호(본리동, 성당래미안E-편한세상2단지)",35.88753,128.617545
대구광역시,달서구,가정,안델센어린이집,053-285-3703,"대구광역시 달서구 장기로 145 205동 101호(본리동, 성당래미안E-편한세상2단지)",35.887629999999994,128.617645
대구광역시,달서구,가정,캐슬아이어린이집,053-655-5905,"대구광역시 달서구 대명천로 119 202동 103호(본리동, 본리롯데캐슬2차)",35.88773,128.617745
대구광역시,달서구,국공립,고운꿈어린이집,053-637-1007,"대구광역시 달서구 월서로3길 15 (상인동, 상인역e편한세상2단지)",35.8187988,128.5333469
