시도,시군구,어린이집유형,어린이집명,전화번호,주소
대구광역시,동구,민간,한솔어린이집,053-956-6273,대구광역시 동구 아양로46길 100 (효목동)
대구광역시,동구,국공립,푸르지오로이어린이집,053-755-1230,"대구광역시 동구 효목로5길 55 105동(효목동,동대구푸르지오브리센트아파트)"
대구광역시,동구,국공립,행복한비스타어린이집,053-219-1114,"대구광역시 동구 화랑로25길 60 (효목동, 동대구2차비스타동원)"
대구광역시,동구,국공립,효목2동어린이집,053-746-5558,대구광역시 동구 화랑로25길 45 효목2동행정복지센터 1층 (효목동)
대구광역시,동구,민간,딩동댕어린이집,053-754-1231,대구광역시 동구 효목로1길 85 (효목동)
대구광역시,동구,민간,메트로페찌어린이집,053-759-0808,"대구광역시 동구 동북로 500 관리동 (효목동,태왕메트로시티)"
대구광역시,동구,민간,효목어린이집,053-743-1911,대구광역시 동구 효목로13길 23 (효목동)
대구광역시,동구,가정,민들레 어린이집,053-741-6585,"대구광역시 동구 동북로 500 109동 107호(효목동, 태왕메트로시티)"
대구광역시,서구,국공립,구립 분도어린이집,053-558-2645,대구광역시 서구 달구벌대로365길 3 (서구종합사회복지관내) (내당동)
대구광역시,서구,국공립,구립 아이편한숲어린이집,053-554-0964,대구광역시 서구 달구벌대로361길 41
대구광역시,서구,민간,유라어린이집,053-562-4279,대구광역시 서구 서대구로6길 31-2 (내당동)
대구광역시,서구,가정,해오름어린이집,053-556-7098,대구광역시 서구 통학로7길 19 (내당동)
대구광역시,서구,직장,대구서부경찰서어린이집,053-565-3312,대구광역시 서구 통학로 33
대구광역시,서구,국공립,구립 위즈키즈어린이집,053-522-7953,대구광역시 서구 달서로5길 29
대구광역시,서구,사회복지법인,내당어린이집,053-558-3425,대구광역시 서구 달서로5길 11-10 (내당동)
대구광역시,서구,민간,다인어린이집,053-523-0079,대구광역시 서구 달서로7길 9 (내당동)
대구광역시,서구,민간,동아어린이집,053-571-3431,대구광역시 서구 큰장로9길 9 (내당동)
대구광역시,서구,법인.단체등,기쁨어린이집,053-554-3511,대구광역시 서구 서대구로5길 63 (내당동)
대구광역시,서구,민간,경운어린이집,053-557-7955,대구광역시 서구 평리로50길 7 (내당동)
대구광역시,서구,가정,트리니티어린이집,053-555-1855,대구광역시 서구 서대구로3길 69 (내당동)
대구광역시,서구,국공립,비산어린이집,053-565-6345,대구광역시 서구 북비산로59길 15-6 (비산동)
대구광역시,서구,민간,늘푸른어린이집,053-559-0580,대구광역시 서구 달서로43길 22 (비산동)
대구광역시,서구,민간,행복한사과나무어린이집,053-566-9023,대구광역시 서구 북비산로65길 47-1 (비산동)
대구광역시,서구,사회복지법인,초롱어린이집,053-551-0020,대구광역시 서구 국채보상로83길 39-7 (비산동)
대구광역시,서구,민간,아이성어린이집,053-563-7922,대구광역시 서구 국채보상로83길 49 (비산동)
대구광역시,서구,국공립,비산4동어린이집,053-572-4451,대구광역시 서구 달서로18길 22 (비산동)
대구광역시,서구,가정,꼬마대통령어린이집,053-523-0425,"대구광역시 서구 달서로17길 17 101동 105호(비산동, 한신휴플러스)"
대구광역시,서구,국공립,구립 인지어린이집,053-351-1259,대구광역시 서구 서대구로68길 12 (비산동)
대구광역시,서구,민간,리라어린이집,053-351-6459,대구광역시 서구 서대구로68길 58-8 (비산동)
대구광역시,서구,민간,푸른연세어린이집,053-555-0761,대구광역시 서구 문화로 321-1 (평리동)
대구광역시,서구,국공립,별하늘어린이집,053-357-2405,대구광역시 서구 염색공단로9길 5-8 (비산동)
대구광역시,서구,민간,행복이가득한어린이집,053-341-7179,대구광역시 서구 달서천로53길 18 (비산동)
대구광역시,서구,국공립,구립 온누리어린이집,053-571-5557,대구광역시 서구 당산로47길 114 (중리동)
대구광역시,서구,국공립,구립 중리캐슬어린이집,053-525-8253,대구광역시 서구 국채보상로34길 12 중리롯데캐슬 120동(중리동)
대구광역시,서구,국공립,서대구어린이집,053-561-9059,대구광역시 서구 평리로35길 10 (중리동)
대구광역시,서구,법인.단체등,근로복지공단대구어린이집,053-563-5172,대구광역시 서구 서대구로17길 28 (중리동)
대구광역시,서구,민간,더플로우어린이집,053-522-2280,대구광역시 서구 서대구로15길 32-14 (중리동)
대구광역시,서구,민간,영재어린이집,053-557-0752,대구광역시 서구 평리로 146 (중리동)
대구광역시,서구,가정,영재앙팡어린이집,053-525-0752,대구광역시 서구 평리로 166 (중리동)
대구광역시,서구,가정,캐슬어린이집,053-522-1114,"대구광역시 서구 국채보상로34길 12 105동 102호(중리동, 중리롯데캐슬아파트)"
대구광역시,서구,가정,튼튼아이어린이집,053-286-7979,"대구광역시 서구 국채보상로34길 12 118동 104호(중리동, 중리롯데캐슬아파트)"
대구광역시,서구,직장,대구의료원어린이집,053-552-3923,대구광역시 서구 평리로33길 13 (중리동)
대구광역시,서구,국공립,구립 서대구자이어린이집,053-352-3244,대구광역시 서구 고성로 33
대구광역시,서구,국공립,구립 성산어린이집,053-354-8310,대구광역시 서구 원대동3가 옥산로6길 9 (원대동3가)
대구광역시,서구,민간,자연아이숲어린이집,053-341-7877,대구광역시 서구 달서로56길 20 (원대동3가)
대구광역시,서구,국공립,구립 궁전어린이집,053-558-6140,대구광역시 서구 국채보상로61길 24 (평리동)
대구광역시,서구,국공립,구립 윤성어린이집,053-568-3464,대구광역시 서구 국채보상로60길 14
대구광역시,서구,사회복지법인,들마을어린이집,053-523-4500,대구광역시 서구 국채보상로60길 48-1 (평리동)
대구광역시,서구,가정,사랑송송어린이집,053-959-4417,"대구광역시 서구 국채보상로 316 101동 108호 (평리동, 평리롯데캐슬)"
대구광역시,서구,국공립,구립 반도유보라어린이집,053-524-7979,대구광역시 서구 문화로 230
대구광역시,서구,민간,꿈동산어린이집,053-559-7304,대구광역시 서구 통학로31길 10 (평리동)
대구광역시,서구,민간,민들레어린이집,053-551-9357,대구광역시 서구 서대구로42길 15 (평리동)
대구광역시,서구,민간,창의나라어린이집,053-525-7922,대구광역시 서구 문화로51길 9 (평리동)
대구광역시,서구,국공립,구립 아이꿈어린이집,053-561-4529,대구광역시 서구 평리로55길 24 (평리동)
대구광역시,서구,민간,글나라어린이집,053-559-0111,대구광역시 서구 국채보상로46길 31-27 (평리동)
대구광역시,서구,민간,라온어린이집,053-558-4000,대구광역시 서구 국채보상로46길 49-11 (평리동)
대구광역시,서구,민간,라임나무어린이집,053-565-7977,대구광역시 서구 통학로23길 10-1 (평리동)
대구광역시,서구,민간,애림어린이집-영아,053-564-9996,대구광역시 서구 국채보상로46길 37-11 (평리동)
대구광역시,서구,민간,푸르지오2어린이집,053-551-4556,대구광역시 서구 국채보상로50길 20 푸르지오2단지 관리동
대구광역시,서구,민간,푸르지오어린이집,053-553-4556,대구광역시 서구 국채보상로50길 20 1단지 관리동
대구광역시,서구,가정,세인어린이집,053-527-5607,대구광역시 서구 국채보상로50길 20 평리푸르지오 104동 101호
대구광역시,서구,가정,이레어린이집,053-525-7676,"대구광역시 서구 국채보상로50길 20 (203동103호,평리푸르지오)"
대구광역시,서구,국공립,구립 달빛어린이집,053-281-8400,"대구광역시 서구 서대구로29길 30 721동 (평리동, 서대구역화성파크드림)"
대구광역시,서구,국공립,구립 서한이다음어린이집,053-216-1004,대구광역시 서구 국채보상로37길 38
대구광역시,서구,국공립,구립 화성파크드림어린이집,053-567-0505,대구광역시 서구 서대구로29길 30
대구광역시,서구,국공립,구립센텀화성파크드림어린이집,053-522-3222,"대구광역시 서구 문화로 150 (평리동,서대구역센텀화성파크드림)"
대구광역시,서구,민간,시온어린이집,053-568-0116,대구광역시 서구 국채보상로37길 38 서대구역서한이다음더퍼스트 2단지내
대구광역시,서구,국공립,구립 영무예다음어린이집,053-564-5768,대구광역시 서구 당산로 446
대구광역시,서구,사회복지법인,신애어린이집,053-567-2595,대구광역시 서구 북비산로33길 9-2 (평리동)
대구광역시,남구,사회복지법인,화랑어린이집,053-627-1633,대구광역시 남구 두류공원로13길 27-5
대구광역시,남구,국공립,백설어린이집,053-625-2437,대구광역시 남구 대명남로 10-2
대구광역시,남구,사회복지법인,박애어린이집,053-656-0347,대구광역시 남구 대명서2길 45 (대명동)
대구광역시,남구,사회복지법인,남도어린이집,053-653-0906,대구광역시 남구 장전3길 132 (대명동)
대구광역시,남구,민간,무궁화어린이집,053-626-1144,대구광역시 남구 장전1길 221 (대명동)
대구광역시,남구,민간,병아리어린이집,053-653-2293,대구광역시 남구 현충로25길 42-9 (대명동)
대구광역시,남구,국공립,뉴센트원어린이집,053-475-0066,대구광역시 남구 중앙대로 187 1층 교대역하늘채뉴센트원
대구광역시,남구,사회복지법인,경북어린이집,053-473-6796,대구광역시 남구 중앙대로40길 10-1
대구광역시,남구,사회복지법인,유리어린이집,053-475-7733,대구광역시 남구 중앙대로38길 17 남구종합사회복지관 3층 (대명동)
대구광역시,남구,가정,킨더어린이집,053-621-1885,대구광역시 남구 이천로19길 81 교대역동서프라임36.5 104동101호
대구광역시,남구,사회복지법인,양지어린이집,053-626-6260,대구광역시 남구 삼각지6길 16 (대명동)
대구광역시,남구,국공립,뉴다솔어린이집,053-653-2555,대구광역시 남구 성당로34길 36
대구광역시,남구,법인.단체등,가톨릭소화어린이집,053-656-0561,대구광역시 남구 현충로39길 74 (대명동)
대구광역시,남구,민간,소망어린이집,053-652-1144,대구광역시 남구 두류공원로20길 61 (대명동)
대구광역시,남구,가정,무지개어린이집,053-651-1388,대구광역시 남구 대경6길 9-54 (대명동)
대구광역시,남구,직장,아마레어린이집,053-656-9025,대구광역시 남구 두류공원로17길 33 (대명동)
대구광역시,남구,국공립,힐스테이트대명센트럴어린이집,053-657-0353,"대구광역시 남구 대명로 256 (대명동, 힐스테이트 대명센트럴)"
대구광역시,남구,사회복지법인,보물섬어린이집,053-624-4346,대구광역시 남구 대명로49길 9-5
대구광역시,남구,직장,대구남부경찰서어린이집,053-651-2221,대구광역시 남구 대명로 249 대구남부경찰서
대구광역시,남구,직장,영남이공대학교어린이집,053-650-9760,대구광역시 남구 현충로 170 영남이공대학교 인애관1층
대구광역시,남구,국공립,비타민어린이집,053-656-0011,대구광역시 남구 안지랑로 73 리슈빌앤리마크아파트 1단지 102/1층 내
대구광역시,남구,국공립,센트럴별하어린이집,053-657-2951,대구광역시 남구 대명로14길 60 대명역센트럴엘리프
대구광역시,남구,사회복지법인,대명어린이집,053-625-1331,대구광역시 남구 대명역1길 53 (대명동)
대구광역시,남구,민간,노벨어린이집,053-654-6110,대구광역시 남구 대명로14길 29 (대명동)
대구광역시,남구,법인.단체등,요한바오로2세어린이집,053-627-4006,대구광역시 남구 현충로 2 (대명동)
대구광역시,남구,민간,꿈어린이집,053-622-6966,대구광역시 남구 대명남로 164-2
대구광역시,남구,협동,하늘꿈어린이집,053-651-5996,대구광역시 남구 큰골7길 23-9 (대명동)
대구광역시,남구,국공립,봉덕어린이집,053-473-2209,대구광역시 남구 봉덕로5길 20 (봉덕동)
대구광역시,남구,국공립,봉명어린이집,053-474-5510,대구광역시 남구 봉덕로19길 29-1
대구광역시,남구,국공립,예다음어린이집,053-247-3357,대구광역시 남구 대봉로 12 앞산봉덕영무예다음 107동 1층
대구광역시,남구,국공립,우리아이어린이집,053-214-5500,"대구광역시 남구 신촌길 57 (봉덕동, 앞산비스타동원)"
대구광역시,남구,국공립,초록빛어린이집,053-471-7001,대구광역시 남구 고산2길 60-9 (봉덕동)
대구광역시,남구,국공립,화성파크어린이집,053-243-0365,대구광역시 남구 대봉로14길 30 봉덕화성파크드림 1차 203동 1층
대구광역시,남구,민간,꼬마또래어린이집,053-473-0495,대구광역시 남구 효동2길 16 (봉덕동)
대구광역시,남구,국공립,으뜸아이어린이집,053-477-6866,대구광역시 남구 효서길 53 앞산태왕아너스 106동 1층
대구광역시,남구,사회복지법인,새롬어린이집,053-473-1141,대구광역시 남구 이천로9길 48 (봉덕동)
대구광역시,남구,사회복지법인,참좋은어린이집,053-474-0256,"대구광역시 남구 중앙대로 126 (봉덕동, 1층)"
대구광역시,남구,국공립,더플로우어린이집,053-471-1007,대구광역시 남구 대봉로30길 40
대구광역시,남구,국공립,수정어린이집,053-471-8140,대구광역시 남구 명덕로68길 79 이천주공1단지
대구광역시,남구,국공립,푸르지오바움어린이집,053-262-7704,"대구광역시 남구 이천로19길 16 (이천동, 교대역푸르지오트레힐즈)"
대구광역시,남구,사회복지법인,청동어린이집,053-473-3593,대구광역시 남구 이천로28길 42-33 (이천동 318-1)
대구광역시,남구,사회복지법인,호동어린이집,053-471-8553,대구광역시 남구 희망로5길 19 (이천동)
대구광역시,남구,민간,어울림어린이집,053-472-7727,"대구광역시 남구 대봉로30길 12 (이천동, 대봉교역금호어울림에듀리버)"
대구광역시,남구,민간,이솝어린이집,053-473-2227,대구광역시 남구 희망로 31 (이천동)
대구광역시,북구,국공립,디아너스오페라어린이집,053-357-9212,"대구광역시 북구 칠성남로 10 (고성동1가,태왕디아너스오페라)"
대구광역시,북구,국공립,스위첸어린이집,053-716-0007,"대구광역시 북구 칠성남로 70 (고성동1가, 대구오페라스위첸)"
대구광역시,북구,국공립,오페라숲어린이집,053-341-2525,대구광역시 북구 고성북로 34 오페라트루엘 시민의숲 아파트 단지 내
대구광역시,북구,국공립,해오름더블유어린이집,053-353-3777,"대구광역시 북구 칠성남로 50 (고성동, 대구역오페라더블유아파트)"
대구광역시,북구,국공립,힐스테이트꿈드림어린이집,053-710-6086,"대구광역시 북구 칠성남로 30 (고성동1가, 힐스테이트대구역오페라)"
대구광역시,북구,민간,아이별어린이집,053-356-5733,대구광역시 북구 고성로34길 63 (고성동2가)
대구광역시,북구,민간,오페라센텀어린이집,053-631-0520,대구광역시 북구 고성로37길 1 오페라 센텀파크 서한이다음아파트 관리동
대구광역시,북구,민간,하늘어린이집,053-351-1727,대구광역시 북구 고성로34길 90 (고성동1가)
대구광역시,북구,민간,흰돌어린이집,053-353-4922,대구광역시 북구 고성로 148-1
대구광역시,북구,국공립,금호누리어린이집,053-311-7557,대구광역시 북구 내곡로 90 서희스타힐스테이아파트 단지 내
대구광역시,북구,국공립,금호천년나무어린이집,053-313-3467,대구광역시 북구 한강로 55 금호LH천년나무1단지 내
대구광역시,북구,국공립,금호청라어린이집,053-214-6800,대구광역시 북구 내곡로 69 금호LH 천년나무 5단지 내
대구광역시,북구,국공립,금호청솔어린이집,053-267-3547,대구광역시 북구 내곡로 15 금호LH천년나무8단지 내
대구광역시,북구,국공립,스타힐스어린이집,053-325-8832,대구광역시 북구 내곡로 70 서희스타힐스아파트 단지 내
대구광역시,북구,국공립,이스턴팰리스어린이집,053-742-8801,"대구광역시 북구 매전로4길 31 (매천동,한신더휴이스턴팰리스)"
대구광역시,북구,국공립,한신더휴 팰리스 어린이집,053-261-3131,"대구광역시 북구 매전로4길 32 (매천동,한신더휴 웨스턴팰리스)"
대구광역시,북구,민간,e편한꿈꾸는어린이집,053-323-7271,"대구광역시 북구 내곡로 49 관리동(사수동,이편한세상대구금호)"
대구광역시,북구,민간,늘해랑어린이집,053-311-1104,"대구광역시 북구 한강로 17 관리동(사수동,금호서한이다음)"
대구광역시,북구,민간,미소담어린이집,053-326-0579,대구광역시 북구 매전로4길 10-20
대구광역시,북구,민간,브라운스톤어린이집,053-313-0507,"대구광역시 북구 내곡로 89 (사수동,브라운스톤 강북)"
대구광역시,북구,민간,수정어린이집,053-311-0822,대구광역시 북구 매천로2길 19 두산위브2001내
대구광역시,북구,가정,The사랑어린이집,053-312-4512,"대구광역시 북구 매전로4길 9 202동 101호(매천동, 대구매천휴먼시아2아파트)"
대구광역시,북구,민간,하늘정원어린이집,053-219-5610,대구광역시 북구 관음동로17길 13 (관음동)
대구광역시,북구,가정,은초롱어린이집,053-313-3545,"대구광역시 북구 구암로 17 214동 102호(관음동, 한양수정아파트)"
대구광역시,북구,협동,딱지와구슬어린이집,053-321-8477,대구광역시 북구 관음동로13길 13-22 (읍내동)
대구광역시,북구,사회복지법인,천마어린이집,053-321-1050,대구광역시 북구 학정로48길 39 (구암동)
대구광역시,북구,민간,그린빌어린이집,053-325-4546,"대구광역시 북구 구암서로 41 (구암동,그린빌3차아파트 관리동)"
대구광역시,북구,민간,미래어린이집,053-321-1948,대구광역시 북구 팔거천동로 52 미래타운내 (구암동)
대구광역시,북구,민간,세윤어린이집,053-326-0053,대구광역시 북구 구암서로 22 주공그린빌4단지 내 (구암동)
대구광역시,북구,민간,아이러브어린이집,053-321-8131,대구광역시 북구 구암로49길 10 내 (구암동)
대구광역시,북구,민간,아이세상어린이집,053-270-7677,대구광역시 북구 구암서로 7 부영3단지 내
대구광역시,북구,민간,영재그린빌어린이집,053-324-8442,"대구광역시 북구 구암서로 70 (구암동,그린빌2차 관리동 내)"
대구광역시,북구,가정,도담도담어린이집,053-325-3565,"대구광역시 북구 대천로 132 1층(구암동, 부영아파트5단지내 관리동)"
대구광역시,북구,가정,도토리어린이집,053-324-7721,"대구광역시 북구 구암서로 70 204동 101호(구암동, 그린빌2차아파트)"
대구광역시,북구,가정,작은나무어린이집,053-322-7955,"대구광역시 북구 대천로 132 504동 101호(구암동, 부영아파트5단지)"
대구광역시,북구,가정,하늘꿈어린이집,053-322-9483,"대구광역시 북구 구암로32길 14 103동 102호(구암동, 서한3차타운)"
대구광역시,북구,직장,대구강북경찰서어린이집,053-313-2031,대구광역시 북구 동암로 130 대구강북경찰서어린이집
대구광역시,북구,국공립,느티나무어린이집,053-323-3578,대구광역시 북구 도남길 45-10 (국우동)
대구광역시,북구,국공립,도남숲1단지어린이집,053-324-9900,대구광역시 북구 도남길 76 힐스테이트데시앙도남1단지 내
대구광역시,북구,국공립,도남숲2단지어린이집,053-312-2500,대구광역시 북구 도남길 16 힐스테이트데시앙도남2단지 내
대구광역시,북구,국공립,도남숲3단지어린이집,053-312-5600,대구광역시 북구 도남중앙로7길 7 힐스테이트데시앙도남3단지 내
대구광역시,북구,국공립,도남숲4단지어린이집,053-312-2200,대구광역시 북구 도남중앙로8길 8 힐스테이트데시앙도남4단지 내
대구광역시,북구,국공립,도남키즈어린이집,053-324-0624,대구광역시 북구 도남중앙로22길 10 도남키즈어린이집
대구광역시,북구,국공립,도남행복어린이집,053-312-3900,대구광역시 북구 도남길 96 (도남A1블록)
대구광역시,북구,국공립,해바라기어린이집,053-326-7737,대구광역시 북구 학정동로 10 칠곡그린빌6단지 내
대구광역시,북구,사회복지법인,강북어린이집,053-313-1144,대구광역시 북구 동호안길 38 (동호동)
대구광역시,북구,사회복지법인,학남어린이집,053-325-2772,대구광역시 북구 주좌길 34 (학정동)
대구광역시,북구,사회복지법인,해와달어린이집,053-325-0142,대구광역시 북구 도남길 57-1 해와달어린이집 (국우동)
대구광역시,북구,민간,반디어린이집,053-322-6969,대구광역시 북구 학정동로 84 (학정동)
대구광역시,북구,민간,청아람어린이집,053-323-7179,대구광역시 북구 학정로110길 29 학정 청아람 아파트 단지내 (학정동)
대구광역시,북구,가정,꼬마별어린이집,053-323-4958,"대구광역시 북구 학정동로 7 104동 104호(국우동, 부영아파트)"
대구광역시,북구,가정,시안어린이집,053-324-1919,대구광역시 북구 학정동로 7 부영1차 관리사무소 내
대구광역시,북구,직장,강철직장어린이집,053-313-6755,대구광역시 북구 구리로 183-28 강철직장어린이집
대구광역시,북구,직장,칠곡경북대학교병원어린이집,053-312-9008,대구광역시 북구 호국로 807-3 칠곡경북대학교 병원 옆
대구광역시,북구,민간,북구청역푸르지오어린이집,053-285-9636,"대구광역시 북구 침산남로 30 102동(노원동1가, 북구청역푸르지오에듀포레)"
대구광역시,북구,민간,행복꿈터어린이집,053-341-3415,대구광역시 북구 노원로10길 40 대구노원한신더휴아파트 단지내
대구광역시,북구,사회복지법인,리라어린이집,053-956-3311,대구광역시 북구 대현로21길 52 (대현동)
대구광역시,북구,사회복지법인,혜성어린이집,053-954-6662,대구광역시 북구 신천동로148길 55 (대현동)
대구광역시,북구,민간,대교어린이집,053-954-0033,대구광역시 북구 대현로15길 19 (대현동)
대구광역시,북구,민간,대현휴먼시아어린이집,053-939-9987,대구광역시 북구 대현남로 25 대현휴먼시아아파트단지내 (대현동)
대구광역시,북구,민간,무지개숲어린이집,053-939-1351,대구광역시 북구 대현남로6길 20
대구광역시,북구,민간,이편한세상어린이집,053-939-1775,대구광역시 북구 대현로10길 82 대현E-편한세상아파트 내 (대현동)
대구광역시,북구,가정,늘솔길어린이집,053-953-2717,대구광역시 북구 대현남로 28 105동 1층(대현뜨란채)
대구광역시,북구,민간,동화마을어린이집,053-324-0773,대구광역시 북구 동천로 156 동화골든빌내 (동천동)
대구광역시,북구,민간,라율어린이집,053-325-7731,"대구광역시 북구 대천로 101 (동천동, 칠곡3차화성타운)"
대구광역시,북구,민간,아라어린이집,053-326-2626,대구광역시 북구 동천로24길 12 아라어린이집 (동천동)
대구광역시,북구,민간,아인슈타인 어린이집,053-322-6587,대구광역시 북구 동천로 5-13
대구광역시,북구,민간,예쁜딸기어린이집,053-321-1335,대구광역시 북구 동천로 155 동천동 칠곡네스빌 단지내
대구광역시,북구,가정,꼬마랜드어린이집,053-323-0406,"대구광역시 북구 동천로 155 101동 109호(동천동, 칠곡네스빌1단지아파트)"
대구광역시,북구,가정,네오빌튼튼어린이집,053-325-8070,대구광역시 북구 동천로 97 관리동
대구광역시,북구,가정,동천어린이집,053-324-7679,"대구광역시 북구 동천로24길 12 208동 107호(동천동,부영e그린타운)"
대구광역시,북구,가정,수진어린이집,053-262-1230,"대구광역시 북구 동천로 156 111동 105호(동천동, 동화골든빌아파트)"
대구광역시,북구,가정,숲속몬테소리어린이집,053-268-4648,"대구광역시 북구 동천로24길 12 204동 107호(동천동, 부영e그린타운)"
대구광역시,북구,가정,아이보물섬어린이집,053-314-3720,대구광역시 북구 대천로 101 101동 109호 (동천동)
대구광역시,북구,가정,해뜨는어린이집,053-326-9246,"대구광역시 북구 대천로 100 205동 102호(동천동, 화성센트럴파크아파트)"
대구광역시,북구,국공립,로제비앙어린이집,053-986-1661,대구광역시 북구 동화천로 220
대구광역시,북구,국공립,북구어린이집,053-357-0095,대구광역시 북구 환성정길 17-2 (서변동)
대구광역시,북구,국공립,아이위시드림어린이집,053-981-1004,"대구광역시 북구 동화천로 190 (연경동,연경동화아이위시아파트)"
대구광역시,북구,국공립,연경숲어린이집,053-986-5800,"대구광역시 북구 연경중앙로 55 (연경동, 연경숲아파트)"
대구광역시,북구,국공립,연경어린이집,053-986-8850,대구광역시 북구 동화천로 280 연경 LH 천년나무1단지 아파트 내
대구광역시,북구,국공립,예미지행복어린이집,053-981-0202,"대구광역시 북구 연경중앙로 11 (연경동,연경 금성백조예미지숲속의아침)"
대구광역시,북구,국공립,우방아이숲어린이집,053-981-8822,"대구광역시 북구 연경중앙로11길 33 (연경동, 우방아이유쉘)"
대구광역시,북구,국공립,조야어린이집,053-951-2857,대구광역시 북구 고촌길 15-6
대구광역시,북구,사회복지법인,무태어린이집,053-951-2700,대구광역시 북구 서변로3길 79-8
대구광역시,북구,사회복지법인,새동변어린이집,053-951-0070,대구광역시 북구 동변로18길 25 새동변어린이집 (동변동)
대구광역시,북구,민간,누리마루어린이집,053-951-1598,대구광역시 북구 서변로3길 57-19
대구광역시,북구,민간,들꽃어린이집,053-955-5464,"대구광역시 북구 동변로 24 218동(동변동, 유니버시아드선수촌)"
대구광역시,북구,민간,서변어린이집,053-951-2220,대구광역시 북구 호국로57길 20 서변청아람 내 (서변동)
대구광역시,북구,민간,초록숲어린이집,053-955-9010,대구광역시 북구 동변로 55 (동변동)
대구광역시,북구,민간,튼튼한어린이집,053-958-0071,대구광역시 북구 동변로20길 30-1
대구광역시,북구,가정,i정원어린이집,053-323-2134,"대구광역시 북구 연경중앙로 11 103동 103호 (연경동, 연경금성백조예미지 숲속의 아침)"
대구광역시,북구,가정,연경하이어린이집,053-216-2727,"대구광역시 북구 동화천로 220 103동 102호(연경동, 대광로제비앙)"
